TICKER	NAME	EXCHANGE
RNR	RenaissanceRe Holdings Ltd.	NYSE
TUP	Tupperware Brands Corp.	NYSE
ROC	Rockwood Holdings Inc.	NYSE
NVE	NV Energy Inc.	NYSE
COO	Cooper Cos.	NYSE
LVLT	Level 3 Communications Inc.	NYSE
TRH	TransAtlantic Holdings Inc.	NYSE
BRE	BRE Properties Inc.	NYSE
MAN	ManpowerGroup	NYSE
URS	URS Corp.	NYSE
LM	Legg Mason Inc.	NYSE
MSM	MSC Industrial Direct Co.	NYSE
MD	Mednax Inc.	NYSE
KMI	Kinder Morgan Inc.	NYSE
WF	Woori Finance Holdings Co. Ltd.	NYSE
FDS	FactSet Research Systems Inc.	NYSE
WPX	WPX Energy	NYSE
WSM	Williams+AC0-Sonoma Inc.	NYSE
CCH	Coca+AC0-Cola Hellenic Bottling Co. S.A.	NYSE
GCI	Gannett Co. Inc.	NYSE
TE	Teco Energy Inc.	NYSE
GDI	Gardner Denver Inc.	NYSE
KMT	Kennametal Inc.	NYSE
SLT	Sterlite Industries (India) Ltd.	NYSE
UPL	Ultra Petroleum Corp.	NYSE
CVC	Cablevision Systems Corp.	NYSE
PT	Portugal Telecom SGPS S/A	NYSE
SFD	Smithfield Foods Inc.	NYSE
IT	Gartner Inc.	NYSE
RJF	Raymond James Financial Inc.	NYSE
WCN	Waste Connections Inc.	NYSE
SNH	Senior Housing Properties Trust	NYSE
IEX	IDEX Corp.	NYSE
JLL	Jones Lang LaSalle Inc.	NYSE
SNA	Snap+AC0-On Inc.	NYSE
WAB	Wabtec	NYSE
DRE	Duke Realty Corp.	NYSE
STR	Questar Corp.	NYSE
HAR	Harman International Industries Inc.	NYSE
OC	Owens Corning	NYSE
LEN	Lennar Corp. Cl A	NYSE
GRA	W.R. Grace +ACY- Co.	NYSE
SLH	Solera Holdings Inc.	NYSE
UFS	Domtar Corp.	NYSE
KT	KT Corp.	NYSE
HTZ	Hertz Global Holdings Inc.	NYSE
MHK	Mohawk Industries Inc.	NYSE
HNT	Health Net Inc.	NYSE
LAZ	Lazard Ltd.	NYSE
NCR	NCR Corp.	NYSE
NZT	Telecom Corp. of New Zealand Ltd.	NYSE
SOA	Solutia Inc.	NYSE
TW	Towers Watson +ACY- Co. Cl A	NYSE
EV	Eaton Vance Corp.	NYSE
NVR	NVR Inc.	NYSE
TOL	Toll Brothers Inc.	NYSE
SD	SandRidge Energy Inc.	NYSE
UA	Under Armour Inc. Cl A	NYSE
EDU	New Oriental Education +ACY- Technology Group Inc.	NYSE
PBI	Pitney Bowes Inc.	NYSE
AGP	AMERIGROUP Corp.	NYSE
PDS	Precision Drilling Corp.	NYSE
HCC	HCC Insurance Holdings Inc.	NYSE
AFG	American Financial Group Inc.	NYSE
ATR	Aptargroup Inc.	NYSE
AVY	Avery Dennison Corp.	NYSE
CFR	Cullen/Frost Bankers Inc.	NYSE
SBH	Sally Beauty Holdings Inc.	NYSE
MDR	McDermott International Inc.	NYSE
RPM	RPM International Inc.	NYSE
JAH	Jarden Corp.	NYSE
PVX	Provident Energy Ltd.	NYSE
SON	Sonoco Products Co.	NYSE
CLH	Clean Harbors Inc.	NYSE
AWC	Alumina Ltd.	NYSE
WR	Westar Energy Inc.	NYSE
BMS	Bemis Co. Inc.	NYSE
LEG	Leggett +ACY- Platt Inc.	NYSE
SAN	Banco Santander+AC0-Chile	NYSE
DDR	DDR Corp.	NYSE
GT	Goodyear Tire +ACY- Rubber Co.	NYSE
UGI	UGI Corp.	NYSE
GME	GameStop Corp. Cl A	NYSE
NAV	Navistar International Corp.	NYSE
NBG	National Bank of Greece S.A.	NYSE
NUS	Nu Skin Enterprises Inc. Cl A	NYSE
TDW	Tidewater Inc.	NYSE
CIM	Chimera Investment Corp.	NYSE
HPT	Hospitality Properties Trust	NYSE
WTR	Aqua America Inc.	NYSE
WTM	White Mountains Insurance Group Ltd.	NYSE
GGG	Graco Inc.	NYSE
INT	World Fuel Services Corp.	NYSE
PKI	PerkinElmer Inc.	NYSE
PDM	Piedmont Office Realty Trust Inc. Cl A	NYSE
AIV	Apartment Investment +ACY- Management Co.	NYSE
BR	Broadridge Financial Solutions Inc.	NYSE
BWC	Babcock +ACY- Wilcox Co.	NYSE
ACI	Arch Coal Inc.	NYSE
CSL	Carlisle Cos.	NYSE
GIL	Gildan Activewear Inc.	NYSE
TER	Teradyne Inc.	NYSE
WCG	WellCare Health Plans Inc.	NYSE
EBR	Centrais Eletricas Brasileiras S/A	NYSE
WRI	Weingarten Realty Investors	NYSE
AGO	Assured Guaranty Ltd.	NYSE
IM	Ingram Micro Inc. Cl A	NYSE
FBHS	Fortune Brands Home +ACY- Security Inc.	NYSE
KRC	Kilroy Realty Corp.	NYSE
LXK	Lexmark International Inc.	NYSE
PKG	Packaging Corp. of America	NYSE
CVD	Covance Inc.	NYSE
CYT	Cytec Industries Inc.	NYSE
BMR	BioMed Realty Trust Inc.	NYSE
ACC	American Campus Communities Inc.	NYSE
ATO	Atmos Energy Corp.	NYSE
BIG	Big Lots Inc.	NYSE
PHM	PulteGroup Inc.	NYSE
HME	Home Properties Inc.	NYSE
GXP	Great Plains Energy Inc.	NYSE
SPR	Spirit AeroSystems Hldgs Inc. Cl A	NYSE
TEX	Terex Corp.	NYSE
TRN	Trinity Industries Inc.	NYSE
BRO	Brown +ACY- Brown Inc.	NYSE
WCC	Wesco International Inc.	NYSE
AEO	American Eagle Outfitters Inc.	NYSE
TDS	Telephone +ACY- Data Systems Inc.	NYSE
SMS	Sims Metal Management Ltd.	NYSE
CAE	CAE Inc.	NYSE
DRQ	Dril+AC0-Quip Inc.	NYSE
VC	Visteon Corp.	NYSE
BRY	Berry Petroleum Co. Cl A	NYSE
IRE	Governor +ACY- Co. of the Bank of Ireland	NYSE
KNM	Konami Corp.	NYSE
KOF	Coca+AC0-Cola Femsa S.A.B. de C.V.	NYSE
ARCO	Arcos Dorados Holdings Inc. Cl A	NYSE
HBI	Hanesbrands Inc.	NYSE
BID	Sotheby's	NYSE
DEI	Douglas Emmett Inc.	NYSE
AUQ	AuRico Gold Inc.	NYSE
WDR	Waddell +ACY- Reed Financial Inc.	NYSE
AYI	Acuity Brands Inc.	NYSE
KEG	Key Energy Services Inc.	NYSE
FLO	Flowers Foods Inc.	NYSE
R	Ryder System Inc.	NYSE
URI	United Rentals Inc.	NYSE
KOG	Kodiak Oil +ACY- Gas Corp.	NYSE
RBC	Regal+AC0-Beloit Corp.	NYSE
HUN	Huntsman Corp.	NYSE
ATW	Atwood Oceanics Inc.	NYSE
MFA	MFA Financial Inc.	NYSE
ELS	Equity Lifestyle Properties Inc.	NYSE
PRA	ProAssurance Corp.	NYSE
ORI	Old Republic International Corp.	NYSE
BIN	Progressive Waste Solutions Ltd.	NYSE
AWH	Allied World Assurance Co. Holdings Ltd.	NYSE
CLC	Clarcor Inc.	NYSE
Y	Alleghany Corp.	NYSE
NNN	National Retail Properties Inc.	NYSE
CVI	CVR Energy Inc.	NYSE
CHS	Chico's Fas Inc.	NYSE
SCI	Service Corp. International	NYSE
CDE	Coeur d'Alene Mines Corp.	NYSE
SIX	Six Flags Entertainment Corp.	NYSE
WRC	Warnaco Group Inc.	NYSE
TGI	Triumph Group Inc.	NYSE
CBL	CBL +ACY- Associates Properties Inc.	NYSE
CR	Crane Co.	NYSE
EXR	Extra Space Storage Inc.	NYSE
HXL	Hexcel Corp.	NYSE
THC	Tenet Healthcare Corp.	NYSE
SKT	Tanger Factory Outlet Centers Inc.	NYSE
CLI	Mack+AC0-Cali Realty Corp.	NYSE
FRC	First Republic Bank	NYSE
VMI	Valmont Industries Inc.	NYSE
MR	Mindray Medical International Ltd.	NYSE
ACM	AECOM Technology Corp.	NYSE
CBT	Cabot Corp.	NYSE
FHN	First Horizon National Corp.	NYSE
TFX	Teleflex Inc.	NYSE
WXS	Wright Express Corp.	NYSE
ALK	Alaska Air Group Inc.	NYSE
CNC	Centene Corp.	NYSE
OAS	Oasis Petroleum Inc.	NYSE
CNL	Cleco Corp.	NYSE
HE	Hawaiian Electric Industries Inc.	NYSE
UNT	Unit Corp.	NYSE
CMP	Compass Minerals International Inc.	NYSE
DBD	Diebold Inc.	NYSE
GWR	Genesee +ACY- Wyoming Inc. Cl A	NYSE
VVC	Vectren Corp.	NYSE
WTW	Weight Watchers International Inc.	NYSE
PL	Protective Life Corp.	NYSE
PNY	Piedmont Natural Gas Co.	NYSE
DAN	Dana Holding Corp.	NYSE
JW.A	John Wiley +ACY- Sons Inc. Cl A	NYSE
CXW	Corrections Corp. of America	NYSE
TEN	Tenneco Inc.	NYSE
MAA	Mid+AC0-America Apartment Communities Inc.	NYSE
HIW	Highwoods Properties Inc.	NYSE
NSR	NeuStar Inc. Cl A	NYSE
CYN	City National Corp.	NYSE
RBA	Ritchie Bros. Auctioneers Inc.	NYSE
VLY	Valley National Bancorp	NYSE
CYH	Community Health Systems Inc.	NYSE
LHO	LaSalle Hotel Properties	NYSE
CPA	Copa Holdings S.A. Cl A	NYSE
CRS	Carpenter Technology Corp.	NYSE
JEF	Jefferies Group Inc.	NYSE
PPS	Post Properties Inc.	NYSE
DF	Dean Foods Co.	NYSE
HRC	Hill+AC0-Rom Holdings Inc.	NYSE
ALR	Alere Inc.	NYSE
TDY	Teledyne Technologies Inc.	NYSE
SWI	SolarWinds Inc.	NYSE
CRI	Carters Inc.	NYSE
DTG	Dollar Thrifty Automotive Group Inc.	NYSE
OSK	Oshkosh Corp.	NYSE
BOH	Bank of Hawaii Corp.	NYSE
DFG	Delphi Financial Group Inc. Cl A	NYSE
GES	Guess? Inc.	NYSE
OHI	Omega Healthcare Investors Inc.	NYSE
SHAW	Shaw Group Inc.	NYSE
VR	Validus Holdings Ltd.	NYSE
DV	DeVry Inc.	NYSE
ITT	ITT Corp.	NYSE
AG	First Majestic Silver Corp.	NYSE
ACH	Aluminum Corp. of China Ltd.	NYSE
ATE	Advantest Corp.	NYSE
BC	Brunswick Corp.	NYSE
CKH	SEACOR Holding Inc.	NYSE
EAT	Brinker International Inc.	NYSE
MRX	Medicis Pharmaceutical Corp.	NYSE
HTS	Hatteras Financial Corp.	NYSE
WGL	WGL Holdings Inc.	NYSE
HBM	HudBay Minerals Inc.	NYSE
AXE	Anixter International Inc.	NYSE
MTW	Manitowoc Co.	NYSE
CPL	CPFL Energia S.A.	NYSE
EPR	Entertainment Properties Trust	NYSE
FII	Federated Investors Inc.	NYSE
LTM	Life Time Fitness Inc.	NYSE
THS	TreeHouse Foods Inc.	NYSE
CNK	Cinemark Holdings Inc.	NYSE
YPF	YPF S.A.	NYSE
DDS	Dillard's Inc.	NYSE
DLB	Dolby Laboratories Inc. Cl A	NYSE
CZZ	Cosan  Cl A	NYSE
IDA	IDACORP Inc.	NYSE
SF	Stifel Financial Corp.	NYSE
ESL	Esterline Technologies Corp.	NYSE
SMG	Scotts Miracle+AC0-Gro Co.	NYSE
MW	Men's Wearhouse Inc.	NYSE
ATK	Alliant Techsystems Inc.	NYSE
ESI	ITT Educational Services Inc.	NYSE
GMT	GATX Corp.	NYSE
HLS	HealthSouth Corp.	NYSE
TTC	Toro Co.	NYSE
NLSN	Nielsen Holdings N.V.	NYSE
ATU	Actuant Corp. Cl A	NYSE
DST	DST Systems Inc.	NYSE
NJR	New Jersey Resources Corp.	NYSE
XLS	Exelis Inc.	NYSE
WRE	Washington Real Estate Investment Trust	NYSE
BIO	Bio+AC0-Rad Laboratories Inc. Cl A	NYSE
FCE.A	Forest City Enterprises Inc. Cl A	NYSE
SWX	Southwest Gas Corp.	NYSE
IVR	Invesco Mortgage Capital Inc.	NYSE
AHL	Aspen Insurance Holdings Ltd.	NYSE
HLX	Helix Energy Solutions Group Inc.	NYSE
HNP	Huaneng Power International Inc.	NYSE
OMI	Owens +ACY- Minor Inc.	NYSE
RBN	Robbins +ACY- Myers Inc.	NYSE
AAN	Aaron's Inc.	NYSE
WPO	Washington Post Co. Cl B	NYSE
DAR	Darling International Inc.	NYSE
PB	Prosperity Bancshares Inc.	NYSE
BYI	Bally Technologies Inc.	NYSE
BKD	Brookdale Senior Living Inc.	NYSE
BDC	Belden Inc.	NYSE
CVA	Covanta Holding Corp.	NYSE
FCS	Fairchild Semiconductor International Inc.	NYSE
GEN	GenOn Energy Inc.	NYSE
LPS	Lender Processing Services Inc.	NYSE
LII	Lennox International Inc.	NYSE
CLS	Celestica Inc.	NYSE
CRL	Charles River Laboratories International Inc.	NYSE
MOG.A	Moog Inc. Cl A	NYSE
STWD	Starwood Property Trust Inc.	NYSE
SXT	Sensient Technologies Corp.	NYSE
CRR	CARBO Ceramics Inc.	NYSE
HMA	Health Management Associates Inc. Cl A	NYSE
POR	Portland General Electric Co.	NYSE
THG	Hanover Insurance Group Inc.	NYSE
EME	EMCOR Group Inc.	NYSE
DPZ	Domino's Pizza Inc.	NYSE
GNC	GNC Holdings Inc. Cl A	NYSE
WSO	Watsco Inc.	NYSE
WWW	Wolverine World Wide Inc.	NYSE
ALEX	Alexander +ACY- Baldwin Inc.	NYSE
CLP	Colonial Properties Trust	NYSE
HSC	Harsco Corp.	NYSE
SFG	StanCorp Financial Group Inc.	NYSE
UIL	UIL Holdings Corp.	NYSE
VSH	Vishay Intertechnology Inc.	NYSE
AOS	A.O. Smith Corp.	NYSE
CSE	CapitalSource Inc.	NYSE
PIR	Pier 1 Imports Inc.	NYSE
RDK	Ruddick Corp.	NYSE
TWO	Two Harbors Investment Corp.	NYSE
AL	Air Lease Corp.	NYSE
AOL	AOL Inc.	NYSE
CAB	Cabela's Inc.	NYSE
CW	Curtiss+AC0-Wright Corp.	NYSE
HAE	Haemonetics Corp.	NYSE
MLI	Mueller Industries Inc.	NYSE
PLT	Plantronics Inc.	NYSE
OFC	Corporate Office Properties Trust	NYSE
KORS	Michael Kors Holdings Ltd.	NYSE
JE	Just Energy Group Inc.	NYSE
DRH	Diamondrock Hospitality Co.	NYSE
NEU	NewMarket Corp.	NYSE
MIM	MI Developments Inc.	NYSE
SGY	Stone Energy Corp.	NYSE
STE	Steris Corp.	NYSE
FCN	FTI Consulting Inc.	NYSE
MBI	MBIA Inc.	NYSE
SWC	Stillwater Mining Co.	NYSE
ENS	EnerSys Inc.	NYSE
G	Genpact Ltd.	NYSE
EXPR	Express Inc.	NYSE
FBR	Fibria Celulose S.A.	NYSE
BCA	CorpBanca S.A.	NYSE
CNO	CNO Financial Group Inc.	NYSE
BRS	Bristow Group Inc.	NYSE
H	Hyatt Hotels Corp.	NYSE
GTI	GrafTech International Ltd.	NYSE
FNB	F.N.B. Corp.	NYSE
TCB	TCF Financial Corp.	NYSE
HII	Huntington Ingalls Industries Inc.	NYSE
WBS	Webster Financial Corp.	NYSE
JNS	Janus Capital Group Inc.	NYSE
ABVT	AboveNet Inc.	NYSE
MCP	Molycorp Inc.	NYSE
LNKD	LinkedIn Corp. Cl A	NYSE
HR	Healthcare Realty Trust Inc.	NYSE
SJI	South Jersey Industries Inc.	NYSE
FAF	First American Financial Corp.	NYSE
BRC	Brady Corp. Cl A	NYSE
CNW	Con+AC0-way Inc.	NYSE
ENH	Endurance Specialty Holdings Ltd.	NYSE
CWH	CommonWealth REIT	NYSE
IRF	International Rectifier Corp.	NYSE
PPO	Polypore International Inc.	NYSE
CACI	CACI International Inc. Cl A	NYSE
CMC	Commercial Metals Co.	NYSE
GCO	Genesco Inc.	NYSE
LYV	Live Nation Entertainment Inc.	NYSE
ROL	Rollins Inc.	NYSE
CFX	Colfax Corp.	NYSE
AIT	Applied Industrial Technologies Inc.	NYSE
FICO	Fair Isaac Corp.	NYSE
BGC	General Cable Corp.	NYSE
MMR	McMoRan Exploration Co.	NYSE
TEO	Telecom Argentina S.A.	NYSE
CCU	Compania Cervecerias Unidas S.A.	NYSE
MTN	Vail Resorts Inc.	NYSE
OCN	Ocwen Financial Corp.	NYSE
OLN	Olin Corp.	NYSE
THO	Thor Industries Inc.	NYSE
FST	Forest Oil Corp.	NYSE
FUL	H.B. Fuller Co.	NYSE
HL	Hecla Mining Co.	NYSE
YOKU	Youku Inc.	NYSE
KOS	Kosmos Energy Ltd.	NYSE
TRGP	Targa Resources Corp.	NYSE
JOE	St. Joe Co.	NYSE
SNV	Synovus Financial Corp.	NYSE
AVA	Avista Corp.	NYSE
BDN	Brandywine Realty Trust	NYSE
BF.A	Brown+AC0-Forman Corp. Cl A	NYSE
CLGX	CoreLogic Inc.	NYSE
GLF	Gulfmark Offshore Inc. (Cl A)	NYSE
MMS	Maximus Inc.	NYSE
N	NetSuite Inc.	NYSE
HI	Hillenbrand Inc.	NYSE
CYS	CYS Investments Inc.	NYSE
SPP	Sappi Ltd.	NYSE
EXP	Eagle Materials Inc.	NYSE
EXBD	Corporate Executive Board Co.	NYSE
IMAX	Imax Corp.	NYSE
PNM	PNM Resources Inc.	NYSE
RRR	RSC Holdings Inc.	NYSE
WST	West Pharmaceutical Services Inc.	NYSE
ARO	Aeropostale Inc.	NYSE
DSW	DSW Inc. Cl A	NYSE
SVU	Supervalu Inc.	NYSE
DFT	Dupont Fabros Technology Inc.	NYSE
DCT	DCT Industrial Trust Inc.	NYSE
HHC	Howard Hughes Corp.	NYSE
CHMT	Chemtura Corp.	NYSE
CVG	Convergys Corp.	NYSE
EE	El Paso Electric Co.	NYSE
CSH	Cash America International Inc.	NYSE
SFY	Swift Energy Co.	NYSE
STN	Stantec Inc.	NYSE
UNS	UniSource Energy Corp.	NYSE
ASR	Grupo Aeroportuario del Sureste S.A.B. de C.V.	NYSE
ALE	Allete Inc.	NYSE
TC	Thompson Creek Metals Co. Inc.	NYSE
IPI	Intrepid Potash Inc.	NYSE
AT	Atlantic Power Corp.	NYSE
B	Barnes Group Inc.	NYSE
BKH	Black Hills Corp.	NYSE
BKI	Buckeye Technologies Inc.	NYSE
HOS	Hornbeck Offshore Services Inc.	NYSE
PRX	Par Pharmaceutical Cos. Inc.	NYSE
PTP	Platinum Underwriters Holdings Ltd.	NYSE
SSS	Sovran Self Storage Inc.	NYSE
CHE	Chemed Corp.	NYSE
EGP	EastGroup Properties Inc.	NYSE
GHL	Greenhill +ACY- Co. Inc.	NYSE
KCG	Knight Capital Group Inc. Cl A	NYSE
SKS	Saks Inc.	NYSE
SVM	Silvercorp Metals Inc.	NYSE
CUBE	CubeSmart	NYSE
DLX	Deluxe Corp.	NYSE
MPW	Medical Properties Trust Inc.	NYSE
TX	TERNIUM S.A.	NYSE
GFA	Gafisa S/A	NYSE
POL	PolyOne Corp.	NYSE
NWN	Northwest Natural Gas Co.	NYSE
KMPR	Kemper Corp.	NYSE
WMS	WMS Industries Inc.	NYSE
ANN	Ann Inc.	NYSE
NWE	NorthWestern Corp.	NYSE
PAC	Grupo Aeroportuario del Pacifico S.A.B. de C.V.	NYSE
RLI	RLI Corp.	NYSE
TIE	Titanium Metals Corp.	NYSE
GEF	Greif Inc. Cl A	NYSE
GET	Gaylord Entertainment Co.	NYSE
MDP	Meredith Corp.	NYSE
SSD	Simpson Manufacturing Co.	NYSE
CHH	Choice Hotels International Inc.	NYSE
KDN	Kaydon Corp.	NYSE
PRI	Primerica Inc.	NYSE
AER	AerCap Holdings N.V.	NYSE
BBG	Bill Barrett Corp.	NYSE
LXP	Lexington Realty Trust	NYSE
MSA	Mine Safety Appliances Co.	NYSE
PSB	PS Business Parks Inc.	NYSE
AN	AutoNation Inc.	NYSE
TK	Teekay Corp.	NYSE
VSI	Vitamin Shoppe Inc.	NYSE
FLT	FleetCor Technologies Inc.	NYSE
BKE	Buckle Inc.	NYSE
EQY	Equity One Inc.	NYSE
VCI	Valassis Communications Inc.	NYSE
WTS	Watts Water Technologies Inc. Cl A	NYSE
GPI	Group 1 Automotive Inc.	NYSE
ICA	Empresas ICA S.A.B. de C.V.	NYSE
MTX	Minerals Technologies Inc.	NYSE
ONB	Old National Bancorp	NYSE
BCO	Brink's Co.	NYSE
RLJ	RLJ Lodging Trust	NYSE
CNH	CNH Global N.V.	NYSE
MCY	Mercury General Corp.	NYSE
MTZ	MasTec Inc.	NYSE
TYL	Tyler Technologies Inc.	NYSE
CMO	Capstead Mortgage Corp.	NYSE
LCC	US Airways Group Inc.	NYSE
SWM	Schweitzer+AC0-Mauduit International Inc.	NYSE
ABH	AbitibiBowater Inc.	NYSE
WLK	Westlake Chemical Corp.	NYSE
MRH	Montpelier Re Holdings Ltd.	NYSE
NHI	National Health Investors Inc.	NYSE
CLD	Cloud Peak Energy Inc.	NYSE
PEB	Pebblebrook Hotel Trust	NYSE
UVV	Universal Corp.	NYSE
GEO	Geo Group Inc.	NYSE
XCO	EXCO Resources Inc.	NYSE
GGC	Georgia Gulf Corp.	NYSE
BGS	B+ACY-G Foods Inc.	NYSE
RATE	Bankrate Inc.	NYSE
MUX	McEwen Mining Inc.	NYSE
ALX	Alexander's Inc.	NYSE
GRT	Glimcher Realty Trust	NYSE
RGC	Regal Entertainment Group Cl A	NYSE
SHO	Sunstone Hotel Investors Inc.	NYSE
PAG	Penske Automotive Group Inc.	NYSE
AWI	Armstrong World Industries Inc.	NYSE
PSS	Collective Brands Inc.	NYSE
TWI	Titan International Inc.	NYSE
HWD	Harry Winston Diamond Corp.	NYSE
ABM	ABM Industries Inc.	NYSE
HPY	Heartland Payment Systems Inc.	NYSE
LPX	Louisiana+AC0-Pacific Corp.	NYSE
MOH	Molina Healthcare Inc.	NYSE
RGS	Regis Corp.	NYSE
CBU	Community Bank System Inc.	NYSE
CHG	CH Energy Group Inc. (Holding Co.)	NYSE
GVA	Granite Construction Inc.	NYSE
DDD	3D Systems Corp.	NYSE
PVG	Pretium Resources Inc.	NYSE
BHE	Benchmark Electronics Inc.	NYSE
SXC	SunCoke Energy Inc.	NYSE
WNR	Western Refining Inc.	NYSE
SNX	SYNNEX Corp.	NYSE
AH	Accretive Health Inc.	NYSE
SEMG	Semgroup Corp. Cl A	NYSE
CTB	Cooper Tire +ACY- Rubber Co.	NYSE
KNX	Knight Transportation Inc.	NYSE
LGF	Lions Gate Entertainment Corp.	NYSE
BZ	Boise Inc.	NYSE
WTI	W+ACY-T Offshore Inc.	NYSE
ESE	ESCO Technologies Inc.	NYSE
FDP	Fresh Del Monte Produce Inc.	NYSE
FR	First Industrial Realty Trust Inc.	NYSE
HNI	HNI Corp.	NYSE
LIZ	Liz Claiborne Inc.	NYSE
OMG	OM Group Inc.	NYSE
SMI	Semiconductor Manufacturing International Corp.	NYSE
WFR	MEMC Electronic Materials Inc.	NYSE
ARB	Arbitron Inc.	NYSE
HEI.A	Heico Corp. Cl A	NYSE
OEH	Orient Express Hotels Ltd.	NYSE
MHR	Magnum Hunter Resources Corp.	NYSE
BEE	Strategic Hotels +ACY- Resorts Inc.	NYSE
SSW	Seaspan Corp.	NYSE
SUI	Sun Communities Inc.	NYSE
SWFT	Swift Transportation Co. Cl A	NYSE
WOR	Worthington Industries Inc.	NYSE
AKO.B	Embotelladora Andina S.A. (Series B)	NYSE
BXS	BancorpSouth Inc.	NYSE
EDR	Education Realty Trust Inc.	NYSE
LTC	LTC Properties Inc.	NYSE
RAD	Rite Aid Corp.	NYSE
CIG.C	Companhia Energetica de Minas Gerais+AC0-Cemig	NYSE
EXK	Endeavour Silver Corp.	NYSE
VCO	Vina Concha y Toro S.A.	NYSE
AIR	AAR Corp.	NYSE
AKR	Acadia Realty Trust	NYSE
KAMN	Kaman Corp.	NYSE
NYT	New York Times Co. Cl A	NYSE
WX	WuXi Pharmatech (Cayman) Inc.	NYSE
KRA	Kraton Performance Polymers Inc.	NYSE
BKU	BankUnited Inc.	NYSE
EXH	Exterran Holdings Inc.	NYSE
UNF	UniFirst Corp.	NYSE
ELX	Emulex Corp.	NYSE
IO	ION Geophysical Corp.	NYSE
SHI	SINOPEC Shanghai Petrochemical Co. Ltd.	NYSE
TAL	TAL International Group Inc.	NYSE
USG	USG Corp.	NYSE
ZNH	China Southern Airlines Co. Ltd.	NYSE
AKS	AK Steel Holding Corp.	NYSE
BGG	Briggs +ACY- Stratton Corp.	NYSE
EDE	Empire District Electric Co.	NYSE
LG	Laclede Group Inc.	NYSE
MDC	M.D.C. Holdings Inc.	NYSE
MTG	MGIC Investment Corp.	NYSE
MWW	Monster Worldwide Inc.	NYSE
GOV	Government Properties Income Trust	NYSE
ANH	Anworth Mortgage Asset Corp.	NYSE
CCC	Calgon Carbon Corp.	NYSE
RWT	Redwood Trust Inc.	NYSE
KS	KapStone Paper +ACY- Packaging Corp.	NYSE
POST	Post Holdings Inc.	NYSE
BLT	Blount International Inc.	NYSE
CNA	CNA Financial Corp.	NYSE
DEL	Deltic Timber Corp.	NYSE
DIN	DineEquity Inc.	NYSE
SAM	Boston Beer Co. Cl A	NYSE
ARR	Armour Residential REIT Inc.	NYSE
FSM	Fortuna Silver Mines Inc.	NYSE
ABG	Asbury Automotive Group Inc.	NYSE
JNY	Jones Group Inc.	NYSE
PBH	Prestige Brands Holdings Inc.	NYSE
RGR	Sturm Ruger +ACY- Co.	NYSE
TXI	Texas Industries Inc.	NYSE
DLPH	Delphi Automotive PLC	NYSE
AF	Astoria Financial Corp.	NYSE
AXL	American Axle +ACY- Manufacturing Holdings Inc.	NYSE
GEF.B	Greif Inc. Cl B	NYSE
ODP	Office Depot Inc.	NYSE
ORB	Orbital Sciences Corp.	NYSE
RES	RPC Inc.	NYSE
CLW	Clearwater Paper Corp.	NYSE
LRN	K12 Inc.	NYSE
ACO	AMCOL International Corp.	NYSE
CUB	Cubic Corp.	NYSE
HT	Hersha Hospitality Trust Cl A	NYSE
LNN	Lindsay Corp.	NYSE
PFS	Provident Financial Services Inc.	NYSE
RYL	Ryland Group Inc.	NYSE
SCS	Steelcase Inc. Cl A	NYSE
TTI	Tetra Technologies Inc.	NYSE
P	Pandora Media Inc.	NYSE
CEA	China Eastern Airlines Corp. Ltd.	NYSE
CWT	California Water Service Group	NYSE
KFY	Korn/Ferry International	NYSE
KOP	Koppers Holdings Inc.	NYSE
NPO	EnPro Industries Inc.	NYSE
PBY	Pep Boys+AC0-Manny Moe +ACY- Jack	NYSE
PHH	PHH Corp.	NYSE
SYA	Symetra Financial Corp.	NYSE
CATO	Cato Corp. Cl A	NYSE
DY	Dycom Industries Inc.	NYSE
KBH	KB Home	NYSE
NAT	Nordic American Tankers Ltd.	NYSE
PKD	Parker Drilling Co.	NYSE
PVD	A.F.P. Provida S.A.	NYSE
CXS	Crexus Investment Corp.	NYSE
BMA	Banco Macro S.A.	NYSE
CBB	Cincinnati Bell Inc.	NYSE
EVR	Evercore Partners Inc. Cl A	NYSE
KNL	Knoll Inc.	NYSE
LZB	La+AC0-Z+AC0-Boy Inc.	NYSE
OPK	Opko Health Inc.	NYSE
PCX	Patriot Coal Corp.	NYSE
GNRC	Generac Holdings Inc.	NYSE
UIS	Unisys Corp.	NYSE
WNC	Wabash National Corp.	NYSE
AEL	American Equity Investment Life Holding Co.	NYSE
MTOR	Meritor Inc.	NYSE
VGR	Vector Group Ltd.	NYSE
CEC	CEC Entertainment Inc.	NYSE
CRK	Comstock Resources Inc.	NYSE
HEI	Heico Corp.	NYSE
KWK	Quicksilver Resources Inc.	NYSE
NCI	Navigant Consulting Inc.	NYSE
NR	Newpark Resources Inc.	NYSE
OXM	Oxford Industries Inc.	NYSE
PEI	Pennsylvania Real Estate Investment Trust	NYSE
SPB	Spectrum Brands Holdings Inc.	NYSE
TNC	Tennant Co.	NYSE
FSL	Freescale Semiconductor Holdings I Ltd.	NYSE
VAC	Marriott Vacations Worldwide Corp.	NYSE
NSP	Insperity Inc.	NYSE
CEL	Cellcom Israel Ltd.	NYSE
GLT	Glatfelter	NYSE
NNI	Nelnet Inc. Cl A	NYSE
RTI	RTI International Metals Inc.	NYSE
RSH	RadioShack Corp.	NYSE
